,choice,alt,time,fare,age,number_own_cars,chid,idx.chid,idx.alt
1265,FALSE,2,0.831,5.8,1,0,422,422,2
1266,FALSE,3,0.4052,1.8848,0,0,422,422,3
1267,TRUE,1,0.698,4.8,0,0,423,423,1
1268,FALSE,2,1.516,12.9,1,0,423,423,2
1269,FALSE,3,0.5952,3.0134,0,0,423,423,3
1270,TRUE,1,0.434,2.3,0,0,424,424,1
1271,FALSE,2,1.577,9.6,1,0,424,424,2
1272,FALSE,3,0.3623,1.7639,0,0,424,424,3
1273,TRUE,1,1.443,14.5,0,0,425,425,1
1274,FALSE,2,3.216,35.5367,1,0,425,425,2
1275,FALSE,3,1.3069,11.653,0,0,425,425,3
1276,TRUE,1,0.738,5.7,0,0,426,426,1
1277,FALSE,2,1.709,15.5,1,0,426,426,2
1278,FALSE,3,0.5669,4.8971,0,0,426,426,3
1279,TRUE,1,1.42,9.8,0,0,427,427,1
1280,FALSE,2,1.804,18.5,1,0,427,427,2
1281,FALSE,3,0.6954,5.6529,0,0,427,427,3
1282,TRUE,1,0.961,5.4,0,0,428,428,1
1283,FALSE,2,0.787,7,1,0,428,428,2
1284,FALSE,3,0.326,1.6312,0,0,428,428,3
1285,TRUE,1,0.427,2.3,0,0,429,429,1
1286,FALSE,2,0.964,8.6,1,0,429,429,2
1287,FALSE,3,0.3,1.4929,0,0,429,429,3
1288,TRUE,1,0.522,2.3,0,0,430,430,1
1289,FALSE,2,0.988,7.2,1,0,430,430,2
1290,FALSE,3,0.4052,1.8848,0,0,430,430,3
1291,TRUE,1,0.434,2.3,0,0,431,431,1
1292,FALSE,2,1.278,9.6,1,0,431,431,2
1293,FALSE,3,0.3623,1.7639,0,0,431,431,3
1294,TRUE,1,0.321,1.9,0,0,432,432,1
1295,FALSE,2,0.739,6.4,1,0,432,432,2
1296,FALSE,3,0.2049,0.9288,0,0,432,432,3
1297,TRUE,1,0.3,1.9,0,0,433,433,1
1298,FALSE,2,0.58,5,1,0,433,433,2
1299,FALSE,3,0.2136,0.9738,0,0,433,433,3
1300,TRUE,1,0.301,1.9,0,0,434,434,1
1301,FALSE,2,0.547,5.1,1,0,434,434,2
1302,FALSE,3,0.2085,0.9481,0,0,434,434,3
1303,TRUE,1,0.459,3.2,0,0,435,435,1
1304,FALSE,2,1.006,10.5,1,0,435,435,2
1305,FALSE,3,0.3602,1.8114,0,0,435,435,3
1306,TRUE,1,0.355,1.9,0,0,436,436,1
1307,FALSE,2,1.157,7.5,1,0,436,436,2
1308,FALSE,3,0.2232,1.0267,0,0,436,436,3
1309,TRUE,1,0.585,4,0,0,437,437,1
1310,FALSE,2,1.173,13,1,0,437,437,2
1311,FALSE,3,0.422,4.1079,0,0,437,437,3
1312,TRUE,1,0.315,1.8,0,0,438,438,1
1313,FALSE,2,0.763,5.3,1,0,438,438,2
1314,FALSE,3,0.1351,0.567,0,0,438,438,3
1315,TRUE,1,0.261,1.9,0,0,439,439,1
1316,FALSE,2,1.052,5.5,1,0,439,439,2
1317,FALSE,3,0.1838,0.8387,0,0,439,439,3
1318,TRUE,1,0.261,1.9,0,0,440,440,1
1319,FALSE,2,1.052,5.5,1,0,440,440,2
1320,FALSE,3,0.1838,0.8387,0,0,440,440,3
1321,TRUE,1,0.27,1.8,0,0,441,441,1
1322,FALSE,2,0.958,3.8,1,0,441,441,2
1323,FALSE,3,0.1253,0.5067,0,0,441,441,3
1324,TRUE,1,0.259,1.8,0,0,442,442,1
1325,FALSE,2,0.753,5.2,1,0,442,442,2
1326,FALSE,3,0.1351,0.567,0,0,442,442,3
1327,TRUE,1,0.585,4,0,0,443,443,1
1328,FALSE,2,1.374,11.7489,1,0,443,443,2
1329,FALSE,3,0.422,4.1079,0,0,443,443,3
1330,TRUE,1,0.489,1.9,0,0,444,444,1
1331,FALSE,2,1.093,6,1,0,444,444,2
1332,FALSE,3,0.2106,0.9585,0,0,444,444,3
1333,TRUE,1,0.261,1.9,0,0,445,445,1
1334,FALSE,2,0.556,4.8,1,0,445,445,2
1335,FALSE,3,0.1838,0.8387,0,0,445,445,3
1336,TRUE,1,0.261,1.9,0,0,446,446,1
1337,FALSE,2,0.556,4.8,1,0,446,446,2
1338,FALSE,3,0.1838,0.8387,0,0,446,446,3
1339,TRUE,1,0.265,1.9,0,0,447,447,1
1340,FALSE,2,0.515,3.7,1,0,447,447,2
1341,FALSE,3,0.154,0.6801,0,0,447,447,3
1342,TRUE,1,0.361,1.9,0,0,448,448,1
1343,FALSE,2,1.383,9,1,0,448,448,2
1344,FALSE,3,0.2353,1.0942,0,0,448,448,3
1345,TRUE,1,0.701,5.7,0,0,449,449,1
1346,FALSE,2,1.449,13.3,1,0,449,449,2
1347,FALSE,3,0.4863,4.4586,0,0,449,449,3
1348,TRUE,1,0.265,1.9,0,0,450,450,1
1349,FALSE,2,0.61,5.2,1,0,450,450,2
1350,FALSE,3,0.154,0.6801,0,0,450,450,3
1351,TRUE,1,0.36,3.12,0,0,451,451,1
1352,FALSE,2,0.563,3.6,1,0,451,451,2
1353,FALSE,3,0.0885,0.3154,0,0,451,451,3
1354,TRUE,1,0.19,1.4,0,0,452,452,1
1355,FALSE,2,0.694,1.6,1,0,452,452,2
1356,FALSE,3,0.0632,0.1724,0,0,452,452,3
1357,TRUE,1,0.36,3.12,0,0,453,453,1
1358,FALSE,2,0.418,2.1,1,0,453,453,2
1359,FALSE,3,0.0885,0.3154,0,0,453,453,3
1360,TRUE,1,0.27,1.8,0,0,454,454,1
1361,FALSE,2,0.964,3.8,1,0,454,454,2
1362,FALSE,3,0.1253,0.5067,0,0,454,454,3
1363,TRUE,1,0.19,1.4,0,0,455,455,1
1364,FALSE,2,0.7,1.6,1,0,455,455,2
1365,FALSE,3,0.0632,0.1724,0,0,455,455,3
1366,TRUE,1,0.327,1.9,0,0,456,456,1
1367,FALSE,2,0.803,3.5,1,0,456,456,2
1368,FALSE,3,0.1526,0.6469,0,0,456,456,3
1369,TRUE,1,0.592,1.9,0,0,457,457,1
1370,FALSE,2,0.905,6.1,1,0,457,457,2
1371,FALSE,3,0.2078,0.9924,0,0,457,457,3
1372,TRUE,1,0.592,1.9,0,0,458,458,1
1373,FALSE,2,0.905,6.1,1,0,458,458,2
1374,FALSE,3,0.2078,0.9924,0,0,458,458,3
1375,TRUE,1,0.859,5.7,0,0,459,459,1
1376,FALSE,2,1.764,15,1,0,459,459,2
1377,FALSE,3,0.7083,5.5986,0,0,459,459,3
1378,TRUE,1,0.468,2.3,0,0,460,460,1
1379,FALSE,2,1.65,11.4,1,0,460,460,2
1380,FALSE,3,0.3346,1.6129,0,0,460,460,3
1381,TRUE,1,0.327,1.9,0,0,461,461,1
1382,FALSE,2,0.49,3.5,1,0,461,461,2
1383,FALSE,3,0.1526,0.6469,0,0,461,461,3
1384,TRUE,1,0.405,1.9,0,0,462,462,1
1385,FALSE,2,0.897,6.2,1,0,462,462,2
1386,FALSE,3,0.2078,0.9924,0,0,462,462,3
1387,TRUE,1,0.405,1.9,0,0,463,463,1
1388,FALSE,2,0.897,6.2,1,0,463,463,2
1389,FALSE,3,0.2078,0.9924,0,0,463,463,3
1390,TRUE,1,0.489,1.9,0,0,464,464,1
1391,FALSE,2,0.773,6.2,1,0,464,464,2
1392,FALSE,3,0.2106,0.9585,0,0,464,464,3
1393,TRUE,1,1.578,9.8,0,0,465,465,1
1394,FALSE,2,1.806,15.2,1,0,465,465,2
1395,FALSE,3,0.7083,5.5986,0,0,465,465,3
1396,TRUE,1,0.701,5.7,0,0,466,466,1
1397,FALSE,2,1.788,13,1,0,466,466,2
1398,FALSE,3,0.4863,4.4586,0,0,466,466,3
1399,TRUE,1,0.468,2.3,0,0,467,467,1
1400,FALSE,2,1.517,10.3,1,0,467,467,2
1401,FALSE,3,0.3346,1.6129,0,0,467,467,3
1402,TRUE,1,0.361,1.9,0,0,468,468,1
1403,FALSE,2,1.18,7.7,1,0,468,468,2
1404,FALSE,3,0.2353,1.0942,0,0,468,468,3
1405,TRUE,1,0.348,2.3,0,0,469,469,1
1406,FALSE,2,0.837,6,0,0,469,469,2
1407,FALSE,3,0.3302,1.5588,0,0,469,469,3
1408,TRUE,1,0.348,2.3,0,0,470,470,1
1409,FALSE,2,0.836,6,0,0,470,470,2
1410,FALSE,3,0.3302,1.5588,0,0,470,470,3
1411,TRUE,1,0.218,1.8,0,0,471,471,1
1412,FALSE,2,0.961,4.7,0,0,471,471,2
1413,FALSE,3,0.1406,0.5856,0,0,471,471,3
1414,TRUE,1,0.573,3.2,0,0,472,472,1
1415,FALSE,2,1.07,8.1,0,0,472,472,2
1416,FALSE,3,0.4645,2.2015,0,0,472,472,3
1417,TRUE,1,0.218,1.8,0,0,473,473,1
1418,FALSE,2,0.96,4.7,0,0,473,473,2
1419,FALSE,3,0.1406,0.5856,0,0,473,473,3
1420,TRUE,1,0.573,3.2,0,0,474,474,1
1421,FALSE,2,1.082,8.2,0,0,474,474,2
1422,FALSE,3,0.4645,2.2015,0,0,474,474,3
1423,TRUE,1,0.341,2.3,0,0,475,475,1
1424,FALSE,2,0.613,4.5,0,0,475,475,2
1425,FALSE,3,0.3067,1.435,0,0,475,475,3
1426,TRUE,1,0.341,2.3,0,0,476,476,1
1427,FALSE,2,0.913,4.3,0,0,476,476,2
1428,FALSE,3,0.3067,1.435,0,0,476,476,3
1429,TRUE,1,0.489,1.9,0,0,477,477,1
1430,FALSE,2,1.093,6,0,0,477,477,2
1431,FALSE,3,0.2106,0.9585,0,0,477,477,3
1432,TRUE,1,0.515,1.9,0,0,478,478,1
1433,FALSE,2,1.17,6.9,0,0,478,478,2
1434,FALSE,3,0.2324,1.0778,0,0,478,478,3
1435,TRUE,1,0.304,1.9,0,0,479,479,1
1436,FALSE,2,1.169,5.7,0,0,479,479,2
1437,FALSE,3,0.1786,0.8563,0,0,479,479,3
1438,TRUE,1,0.304,1.9,0,0,480,480,1
1439,FALSE,2,1.161,5.7,0,0,480,480,2
1440,FALSE,3,0.1786,0.8563,0,0,480,480,3
1441,TRUE,1,0.489,1.9,0,0,481,481,1
1442,FALSE,2,0.773,6.2,0,0,481,481,2
1443,FALSE,3,0.2106,0.9585,0,0,481,481,3
1444,TRUE,1,0.515,1.9,0,0,482,482,1
1445,FALSE,2,0.827,6.9,0,0,482,482,2
1446,FALSE,3,0.2324,1.0778,0,0,482,482,3
1447,TRUE,1,0.675,5.7,0,0,483,483,1
1448,FALSE,2,1.211,11.4,0,0,483,483,2
1449,FALSE,3,0.5276,4.6329,0,0,483,483,3
1450,TRUE,1,0.639,4.8,0,0,484,484,1
1451,FALSE,2,1.239,11.3,0,0,484,484,2
1452,FALSE,3,0.5276,4.6329,0,0,484,484,3
1453,TRUE,1,0.231,1.9,0,0,485,485,1
1454,FALSE,2,0.67,5.1,0,0,485,485,2
1455,FALSE,3,0.1464,0.6529,0,0,485,485,3
1456,TRUE,1,0.24,1.9,0,0,486,486,1
1457,FALSE,2,0.839,4,0,0,486,486,2
1458,FALSE,3,0.1766,0.7763,0,0,486,486,3
1459,TRUE,1,0.231,1.9,0,0,487,487,1
1460,FALSE,2,0.524,3.7,0,0,487,487,2
1461,FALSE,3,0.1464,0.6529,0,0,487,487,3
1462,TRUE,1,0.556,2.3,0,0,488,488,1
1463,FALSE,2,0.678,5.2,0,0,488,488,2
1464,FALSE,3,0.2432,1.1261,0,0,488,488,3
1465,TRUE,1,0.444,3.05,0,0,489,489,1
1466,FALSE,2,0.836,3.2,0,0,489,489,2
1467,FALSE,3,0.1611,0.7101,0,0,489,489,3
1468,TRUE,1,0.444,3.05,0,0,490,490,1
1469,FALSE,2,1.356,10.4,0,0,490,490,2
1470,FALSE,3,0.1611,0.7101,0,0,490,490,3
1471,TRUE,1,0.24,1.9,0,0,491,491,1
1472,FALSE,2,0.563,4,0,0,491,491,2
1473,FALSE,3,0.1766,0.7763,0,0,491,491,3
1474,TRUE,1,0.372,2.5,0,0,492,492,1
1475,FALSE,2,1.29,8.5,0,0,492,492,2
1476,FALSE,3,0.2561,1.2061,0,0,492,492,3
1477,TRUE,1,0.372,2.5,0,0,493,493,1
1478,FALSE,2,1.213,11.7433,0,0,493,493,2
1479,FALSE,3,0.2561,1.2061,0,0,493,493,3
1480,FALSE,1,0.351,1.9,0,0,494,494,1
1481,TRUE,2,0.616,4.9,1,0,494,494,2
1482,FALSE,3,0.2368,1.1165,0,1,494,494,3
1483,FALSE,1,0.351,1.9,0,0,495,495,1
1484,TRUE,2,0.616,4.9,1,0,495,495,2
1485,FALSE,3,0.2368,1.1165,0,1,495,495,3
1486,FALSE,1,0.351,1.9,0,0,496,496,1
1487,TRUE,2,0.467,4.9,1,0,496,496,2
1488,FALSE,3,0.2368,1.1165,0,1,496,496,3
1489,FALSE,1,0.351,1.9,0,0,497,497,1
1490,TRUE,2,0.467,4.9,1,0,497,497,2
1491,FALSE,3,0.2368,1.1165,0,1,497,497,3
1492,FALSE,1,0.535,2.3,0,0,498,498,1
1493,TRUE,2,0.849,7.1,1,0,498,498,2
1494,FALSE,3,0.2752,1.2573,0,1,498,498,3
1495,FALSE,1,0.535,2.3,0,0,499,499,1
1496,TRUE,2,1.245,8.6,1,0,499,499,2
1497,FALSE,3,0.2752,1.2573,0,1,499,499,3
1498,FALSE,1,0.333,3.11,0,0,500,500,1
1499,TRUE,2,0.613,4.5,0,0,500,500,2
1500,FALSE,3,0.2231,1.0092,0,1,500,500,3
1501,FALSE,1,0.333,3.11,0,0,501,501,1
1502,TRUE,2,0.913,4.3,0,0,501,501,2
1503,FALSE,3,0.2231,1.0092,0,1,501,501,3
1504,FALSE,1,0.361,3.32,0,0,502,502,1
1505,TRUE,2,0.957,4.5,0,0,502,502,2
1506,FALSE,3,0.1733,0.7577,0,1,502,502,3
1507,FALSE,1,0.361,3.32,0,0,503,503,1
1508,TRUE,2,0.747,4.1,0,0,503,503,2
1509,FALSE,3,0.1733,0.7577,0,1,503,503,3
1510,FALSE,1,0.333,1.8,0,0,504,504,1
1511,TRUE,2,0.718,1.4,1,0,504,504,2
1512,FALSE,3,0.0732,0.215,0,1,504,504,3
1513,FALSE,1,0.333,1.8,0,0,505,505,1
1514,TRUE,2,0.266,1.4,1,0,505,505,2
1515,FALSE,3,0.0732,0.215,0,1,505,505,3
1516,FALSE,1,0.282,1.9,0,0,506,506,1
1517,TRUE,2,0.505,3.4,1,0,506,506,2
1518,FALSE,3,0.1741,0.7183,0,1,506,506,3
1519,FALSE,1,0.268,1.4,0,0,507,507,1
1520,TRUE,2,0.97,3.6,1,0,507,507,2
1521,FALSE,3,0.0816,0.2698,0,1,507,507,3
1522,FALSE,1,0.282,1.9,0,0,508,508,1
1523,TRUE,2,0.804,3.4,1,0,508,508,2
1524,FALSE,3,0.1741,0.7183,0,1,508,508,3
1525,FALSE,1,0.48,1.9,0,0,509,509,1
1526,TRUE,2,0.676,5.3,1,0,509,509,2
1527,FALSE,3,0.2281,1.0529,0,1,509,509,3
1528,FALSE,1,0.351,1.8,0,0,510,510,1
1529,TRUE,2,0.9,4.3,1,0,510,510,2
1530,FALSE,3,0.1687,0.7813,0,1,510,510,3
1531,FALSE,1,0.228,1.4,0,0,511,511,1
1532,TRUE,2,0.389,1.7,1,0,511,511,2
1533,FALSE,3,0.0707,0.2107,0,1,511,511,3
1534,FALSE,1,0.272,1.4,0,0,512,512,1
1535,TRUE,2,0.707,2.1,1,0,512,512,2
1536,FALSE,3,0.0838,0.2812,0,1,512,512,3
1537,FALSE,1,0.251,1.4,0,0,513,513,1
1538,TRUE,2,0.437,2.5,1,0,513,513,2
1539,FALSE,3,0.0924,0.3257,0,1,513,513,3
1540,FALSE,1,0.236,1.4,0,0,514,514,1
1541,TRUE,2,0.375,1.5,1,0,514,514,2
1542,FALSE,3,0.0666,0.1887,0,1,514,514,3
1543,FALSE,1,0.228,1.4,0,0,515,515,1
1544,TRUE,2,0.599,3.8,1,0,515,515,2
1545,FALSE,3,0.0707,0.2107,0,1,515,515,3
1546,FALSE,1,0.236,1.4,0,0,516,516,1
1547,TRUE,2,0.373,1.5,1,0,516,516,2
1548,FALSE,3,0.0666,0.1887,0,1,516,516,3
1549,FALSE,1,0.321,1.8,0,0,517,517,1
1550,TRUE,2,0.662,4.5,1,0,517,517,2
1551,FALSE,3,0.1427,0.5957,0,1,517,517,3
1552,FALSE,1,0.268,1.4,0,0,518,518,1
1553,TRUE,2,0.627,3.6,1,0,518,518,2
1554,FALSE,3,0.0816,0.2698,0,1,518,518,3
1555,FALSE,1,0.321,1.8,0,0,519,519,1
1556,TRUE,2,0.971,4.5,1,0,519,519,2
1557,FALSE,3,0.1427,0.5957,0,1,519,519,3
1558,FALSE,1,0.351,1.8,0,0,520,520,1
1559,TRUE,2,0.564,4.3,1,0,520,520,2
1560,FALSE,3,0.1687,0.7813,0,1,520,520,3
1561,FALSE,1,0.272,1.4,0,0,521,521,1
1562,TRUE,2,0.754,2.6,1,0,521,521,2
1563,FALSE,3,0.0838,0.2812,0,1,521,521,3
1564,FALSE,1,0.251,1.4,0,0,522,522,1
1565,TRUE,2,0.42,2.2,1,0,522,522,2
1566,FALSE,3,0.0924,0.3257,0,1,522,522,3
1567,FALSE,1,0.48,1.9,0,0,523,523,1
1568,TRUE,2,0.635,5.3,1,0,523,523,2
1569,FALSE,3,0.2281,1.0529,0,1,523,523,3
1570,FALSE,1,0.279,1.8,0,0,524,524,1
1571,TRUE,2,0.588,3.2,1,0,524,524,2
1572,FALSE,3,0.0862,0.2918,0,1,524,524,3
1573,FALSE,1,0.279,1.8,0,0,525,525,1
1574,TRUE,2,0.745,2.3,1,0,525,525,2
1575,FALSE,3,0.0862,0.2918,0,1,525,525,3
1576,FALSE,1,0.311,1.9,0,0,526,526,1
1577,TRUE,2,0.594,4.1,1,0,526,526,2
1578,FALSE,3,0.1909,0.8088,0,1,526,526,3
1579,FALSE,1,0.271,1.9,0,0,527,527,1
1580,TRUE,2,0.464,2.6,1,0,527,527,2
1581,FALSE,3,0.1242,0.4692,0,1,527,527,3
1582,FALSE,1,0.593,3.2,0,0,528,528,1
1583,TRUE,2,0.866,7,1,0,528,528,2
1584,FALSE,3,0.2499,1.1919,0,1,528,528,3
1585,FALSE,1,0.311,1.9,0,0,529,529,1
1586,TRUE,2,0.894,4.1,1,0,529,529,2
1587,FALSE,3,0.1909,0.8088,0,1,529,529,3
1588,FALSE,1,0.271,1.9,0,0,530,530,1
1589,TRUE,2,0.764,2.6,1,0,530,530,2
1590,FALSE,3,0.1242,0.4692,0,1,530,530,3
1591,FALSE,1,1.082,6.4,0,0,531,531,1
1592,TRUE,2,0.893,5.5,1,0,531,531,2
1593,FALSE,3,0.2169,0.9947,0,1,531,531,3
1594,FALSE,1,0.593,3.2,0,0,532,532,1
1595,TRUE,2,1.038,6.9,1,0,532,532,2
1596,FALSE,3,0.2499,1.1919,0,1,532,532,3
1597,FALSE,1,1.129,6.4,0,0,533,533,1
1598,TRUE,2,0.903,5.5,1,0,533,533,2
1599,FALSE,3,0.225,1.0361,0,1,533,533,3
1600,FALSE,1,0.721,6.4,0,0,534,534,1
1601,TRUE,2,0.642,5.5,1,0,534,534,2
1602,FALSE,3,0.2169,0.9947,0,1,534,534,3
1603,FALSE,1,0.717,6.4,0,0,535,535,1
1604,TRUE,2,1.102,6.9,1,0,535,535,2
1605,FALSE,3,0.225,1.0361,0,1,535,535,3
1606,FALSE,1,0.295,1.9,0,0,536,536,1
1607,TRUE,2,0.836,3.8,0,0,536,536,2
1608,FALSE,3,0.1407,0.6352,0,1,536,536,3
1609,FALSE,1,0.295,1.9,0,0,537,537,1
1610,TRUE,2,0.422,3.5,0,0,537,537,2
1611,FALSE,3,0.1407,0.6352,0,1,537,537,3
1612,FALSE,1,0.34,1.9,0,0,538,538,1
1613,TRUE,2,0.904,4.7,0,0,538,538,2
1614,FALSE,3,0.193,0.8776,0,1,538,538,3
1615,FALSE,1,0.371,2.3,0,0,539,539,1
1616,TRUE,2,0.884,4.7,0,0,539,539,2
1617,FALSE,3,0.193,0.8776,0,1,539,539,3
1618,FALSE,1,0.275,1.9,0,0,540,540,1
1619,TRUE,2,0.505,3.7,0,0,540,540,2
1620,FALSE,3,0.1565,0.7091,0,1,540,540,3
1621,FALSE,1,0.275,1.9,0,0,541,541,1
1622,TRUE,2,0.6,5.2,0,0,541,541,2
1623,FALSE,3,0.1565,0.7091,0,1,541,541,3
1624,FALSE,1,0.244,1.8,0,0,542,542,1
1625,TRUE,2,0.581,3.8,0,0,542,542,2
1626,FALSE,3,0.1011,0.3856,0,1,542,542,3
1627,FALSE,1,0.244,1.8,0,0,543,543,1
1628,TRUE,2,0.433,2.4,0,0,543,543,2
1629,FALSE,3,0.1011,0.3856,0,1,543,543,3
1630,FALSE,1,0.282,1.9,0,0,544,544,1
1631,TRUE,2,0.505,3.4,0,0,544,544,2
1632,FALSE,3,0.1741,0.7183,0,1,544,544,3
1633,FALSE,1,0.282,1.9,0,0,545,545,1
1634,TRUE,2,0.505,3.4,0,0,545,545,2
1635,FALSE,3,0.1741,0.7183,0,1,545,545,3
1636,FALSE,1,0.273,1.8,0,0,546,546,1
1637,TRUE,2,0.772,2.6,0,0,546,546,2
1638,FALSE,3,0.0962,0.3516,0,1,546,546,3
1639,FALSE,1,0.282,1.9,0,0,547,547,1
1640,TRUE,2,0.804,3.4,0,0,547,547,2
1641,FALSE,3,0.1741,0.7183,0,1,547,547,3
1642,FALSE,1,0.282,1.9,0,0,548,548,1
1643,TRUE,2,0.804,3.4,0,0,548,548,2
1644,FALSE,3,0.1741,0.7183,0,1,548,548,3
1645,FALSE,1,0.273,1.8,0,0,549,549,1
1646,TRUE,2,0.772,2.6,0,0,549,549,2
1647,FALSE,3,0.0962,0.3516,0,1,549,549,3
1648,FALSE,1,0.282,1.9,0,0,550,550,1
1649,TRUE,2,0.505,3.4,0,0,550,550,2
1650,FALSE,3,0.1741,0.7183,0,1,550,550,3
1651,FALSE,1,0.282,1.9,0,0,551,551,1
1652,TRUE,2,0.804,3.4,0,0,551,551,2
1653,FALSE,3,0.1741,0.7183,0,1,551,551,3
1654,FALSE,1,0.357,2.85,0,0,552,552,1
1655,TRUE,2,0.895,3.5,1,0,552,552,2
1656,FALSE,3,0.1778,0.8042,0,1,552,552,3
1657,FALSE,1,0.334,1.9,0,0,553,553,1
1658,TRUE,2,0.565,4.1,1,0,553,553,2
1659,FALSE,3,0.2096,0.9313,0,1,553,553,3
1660,FALSE,1,0.357,2.85,0,0,554,554,1
1661,TRUE,2,0.431,3.5,1,0,554,554,2
1662,FALSE,3,0.1778,0.8042,0,1,554,554,3
1663,FALSE,1,0.334,1.9,0,0,555,555,1
1664,TRUE,2,0.578,4.1,1,0,555,555,2
1665,FALSE,3,0.2096,0.9313,0,1,555,555,3
1666,FALSE,1,0.312,1.9,0,0,556,556,1
1667,TRUE,2,0.528,4.9,1,0,556,556,2
1668,FALSE,3,0.2173,0.9886,0,1,556,556,3
1669,FALSE,1,0.786,6.8,0,0,557,557,1
1670,TRUE,2,0.837,4.9,1,0,557,557,2
1671,FALSE,3,0.2173,0.9886,0,1,557,557,3
1672,FALSE,1,0.371,3.14,0,0,558,558,1
1673,TRUE,2,0.578,4.5,1,0,558,558,2
1674,FALSE,3,0.1905,0.8483,0,1,558,558,3
1675,FALSE,1,0.274,1.9,0,0,559,559,1
1676,TRUE,2,0.608,4.5,1,0,559,559,2
1677,FALSE,3,0.1975,0.8444,0,1,559,559,3
1678,FALSE,1,0.274,1.9,0,0,560,560,1
1679,TRUE,2,0.608,4.5,1,0,560,560,2
1680,FALSE,3,0.1975,0.8444,0,1,560,560,3
1681,FALSE,1,0.274,1.9,0,0,561,561,1
1682,TRUE,2,0.608,4.5,1,0,561,561,2
1683,FALSE,3,0.1975,0.8444,0,1,561,561,3
1684,FALSE,1,0.274,1.9,0,0,562,562,1
1685,TRUE,2,0.908,4.5,1,0,562,562,2
1686,FALSE,3,0.1975,0.8444,0,1,562,562,3
1687,FALSE,1,0.274,1.9,0,0,563,563,1
1688,TRUE,2,0.908,4.5,1,0,563,563,2
1689,FALSE,3,0.1975,0.8444,0,1,563,563,3
1690,FALSE,1,0.274,1.9,0,0,564,564,1
1691,TRUE,2,0.908,4.5,1,0,564,564,2
1692,FALSE,3,0.1975,0.8444,0,1,564,564,3
1693,FALSE,1,0.231,1.9,0,0,565,565,1
1694,TRUE,2,0.781,5.9,1,0,565,565,2
1695,FALSE,3,0.1488,0.648,0,1,565,565,3
1696,FALSE,1,0.572,2.3,0,0,566,566,1
1697,TRUE,2,1.14,6.9,1,0,566,566,2
1698,FALSE,3,0.261,1.2279,0,1,566,566,3
1699,FALSE,1,0.231,1.9,0,0,567,567,1
1700,TRUE,2,0.803,5.9,1,0,567,567,2
1701,FALSE,3,0.1488,0.648,0,1,567,567,3
1702,FALSE,1,0.224,1.4,0,0,568,568,1
1703,TRUE,2,0.4,1.7,1,0,568,568,2
1704,FALSE,3,0.0668,0.1948,0,1,568,568,3
1705,FALSE,1,0.328,1.8,0,0,569,569,1
1706,TRUE,2,0.886,4.2,1,0,569,569,2
1707,FALSE,3,0.1539,0.6971,0,1,569,569,3
1708,FALSE,1,0.303,1.4,0,0,570,570,1
1709,TRUE,2,0.759,2.6,1,0,570,570,2
1710,FALSE,3,0.1061,0.4015,0,1,570,570,3
1711,FALSE,1,0.224,1.4,0,0,571,571,1
1712,TRUE,2,0.394,1.7,1,0,571,571,2
1713,FALSE,3,0.0668,0.1948,0,1,571,571,3
1714,FALSE,1,0.328,1.8,0,0,572,572,1
1715,TRUE,2,0.553,4.2,1,0,572,572,2
1716,FALSE,3,0.1539,0.6971,0,1,572,572,3
1717,FALSE,1,0.303,1.4,0,0,573,573,1
1718,TRUE,2,0.49,2.8,1,0,573,573,2
1719,FALSE,3,0.1061,0.4015,0,1,573,573,3
1720,FALSE,1,0.422,2.3,0,0,574,574,1
1721,TRUE,2,0.671,4.6,1,0,574,574,2
1722,FALSE,3,0.1905,0.8483,0,1,574,574,3
1723,FALSE,1,0.333,3.11,0,0,575,575,1
1724,TRUE,2,0.613,4.5,1,0,575,575,2
1725,FALSE,3,0.2231,1.0092,0,1,575,575,3
1726,FALSE,1,0.696,8.2,0,0,576,576,1
1727,TRUE,2,1.48,20.3528,1,0,576,576,2
1728,FALSE,3,0.8302,4.2933,0,1,576,576,3
1729,FALSE,1,0.333,3.11,0,0,577,577,1
1730,TRUE,2,0.913,4.3,1,0,577,577,2
1731,FALSE,3,0.2231,1.0092,0,1,577,577,3
1732,FALSE,1,0.296,1.9,0,0,578,578,1
1733,TRUE,2,0.769,3.5,1,0,578,578,2
1734,FALSE,3,0.1606,0.6713,0,1,578,578,3
1735,FALSE,1,0.296,1.9,0,0,579,579,1
1736,TRUE,2,0.769,3.5,1,0,579,579,2
1737,FALSE,3,0.1606,0.6713,0,1,579,579,3
1738,FALSE,1,0.339,1.9,0,0,580,580,1
1739,TRUE,2,0.776,3,1,0,580,580,2
1740,FALSE,3,0.1409,0.5685,0,1,580,580,3
1741,FALSE,1,0.771,6.8,0,0,581,581,1
1742,TRUE,2,0.454,3.5,1,0,581,581,2
1743,FALSE,3,0.1606,0.6713,0,1,581,581,3
1744,FALSE,1,0.771,6.8,0,0,582,582,1
1745,TRUE,2,0.454,3.5,1,0,582,582,2
1746,FALSE,3,0.1606,0.6713,0,1,582,582,3
1747,FALSE,1,0.813,6.8,0,0,583,583,1
1748,TRUE,2,0.465,3,1,0,583,583,2
1749,FALSE,3,0.1409,0.5685,0,1,583,583,3
1750,FALSE,1,1.026,10.2,0,0,584,584,1
1751,TRUE,2,1.089,13.4094,1,0,584,584,2
1752,FALSE,3,0.5692,2.8735,0,1,584,584,3
